,date,day_1_neg,day_1_neu,day_1_pos,week_1_neg,week_1_neu,week_1_pos,month_1_neg,month_1_neu,month_1_pos,year_1_neg,year_1_neu,year_1_pos,rest_neg,rest_neu,rest_pos,"Accounts Receivable, after Allowance for Credit Loss, Current","Accumulated Other Comprehensive Income (Loss), Net of Tax",Additional Paid in Capital,Assets,"Assets, Current","Cash and Cash Equivalents, at Carrying Value","Common Stock, Par or Stated Value Per Share","Common Stock, Shares Authorized","Common Stock, Shares, Outstanding","Common Stock, Value, Issued",Cost of Goods and Services Sold,Deferred Income Tax Expense (Benefit),Interest Expense,"Common Stock, Shares, Issued",Increase (Decrease) in Inventories,Goodwill,"Earnings Per Share, Diluted",General and Administrative Expense,"Income (Loss) from Continuing Operations before Equity Method Investments, Income Taxes, Noncontrolling Interest",Income Tax Expense (Benefit),Increase (Decrease) in Accounts Payable,"Earnings Per Share, Basic",Liabilities and Equity,"Liabilities, Current","Long-term Debt, Excluding Current Maturities","Marketable Securities, Current",Marketing Expense,Net Cash Provided by (Used in) Investing Activities,Net Cash Provided by (Used in) Operating Activities,Net Income (Loss) Attributable to Parent,Nonoperating Income (Expense),Operating Income (Loss),"Other Assets, Noncurrent","Other Liabilities, Noncurrent","Inventory, Net",Other Nonoperating Income (Expense),"Investment Income, Interest",Net Cash Provided by (Used in) Financing Activities,"Preferred Stock, Shares Authorized","Preferred Stock, Par or Stated Value Per Share","Preferred Stock, Shares Issued","Preferred Stock, Shares Outstanding","Preferred Stock, Value, Issued","Share-based Payment Arrangement, Noncash Expense",Stockholders' Equity Attributable to Parent,"Treasury Stock, Value","Weighted Average Number of Shares Outstanding, Diluted","Weighted Average Number of Shares Outstanding, Basic",Retained Earnings (Accumulated Deficit),"Accounts Payable, Current","Comprehensive Income (Loss), Net of Tax, Attributable to Parent","OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, after Tax",Unrecognized Tax Benefits,Costs and Expenses,"Income Taxes Paid, Net",Incremental Common Shares Attributable to Dilutive Effect of Share-based Payment Arrangements,"OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, Tax","Share-based Payment Arrangement, Nonvested Award, Cost Not yet Recognized, Amount",Other Noncash Income (Expense),Long-term Debt,"Long-term Debt, Current Maturities","Contractual Obligation, to be Paid, Year Two","Contractual Obligation, to be Paid, Year Three","Contractual Obligation, to be Paid, Year Four","OCI, Debt Securities, Available-for-Sale, Gain (Loss), after Adjustment and Tax","Other Comprehensive Income (Loss), Net of Tax","Long-term Debt, Gross","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Tax","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Net of Tax",Increase (Decrease) in Accrued Liabilities and Other Operating Liabilities,Increase (Decrease) in Accounts Receivable and Other Operating Assets,Other Commitment,"Other Commitment, to be Paid, Year Four","Other Commitment, to be Paid, Year Three","Other Commitment, to be Paid, Year Two","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Four",Unrecorded Unconditional Purchase Obligation,"Unrecorded Unconditional Purchase Obligation, to be Paid, Year Three","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Two",Payments to Acquire Marketable Securities,Open,High,Low,Close,Adj Close,Volume,Close_diff_perc
10,1/12/2016,0.303553162,0.472252886,0.224193952,0.099429522,0.512255567,0.388314905,0.123340093,0.466452268,0.410207646,0.123340093,0.466452268,0.410207646,0.123340093,0.466452268,0.410207646,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,31.262501,31.2995,30.612,30.894501,30.894501,94482000,0.0014855444402686795
11,1/13/2016,0.032776086,0.190378398,0.776845528,0.036921178,0.226221851,0.736856982,0.051027603,0.25483576,0.694136648,0.051027603,0.25483576,0.694136648,0.051027603,0.25483576,0.694136648,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,31.044001,31.044001,28.958,29.0905,29.0905,153104000,-0.37938081187402467
12,1/14/2016,0.270647306,0.281645448,0.44770726,0.047958466,0.227838137,0.724203408,0.05958966,0.253845911,0.686564441,0.05958966,0.253845911,0.686564441,0.05958966,0.253845911,0.686564441,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,29.012501,30.112499,28.493999,29.65,29.65,144760000,0.11544235206680069
13,1/15/2016,0.118629443,0.356465906,0.524904628,0.051884631,0.234984125,0.713131254,0.062446424,0.258811395,0.678742192,0.062446424,0.258811395,0.678742192,0.062446424,0.258811395,0.678742192,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,28.612,29.231001,28.264999,28.509001,28.509001,155690000,-0.24484601389013838
14,1/19/2016,0.109870432,0.463376159,0.426753388,0.066698148,0.227246672,0.706055188,0.073608878,0.271842574,0.654548556,0.073608878,0.271842574,0.654548556,0.073608878,0.271842574,0.654548556,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,28.8545,29.200001,28.3225,28.724001,28.724001,96144000,0.045791334484070426
15,1/20/2016,0.042975278,0.818853137,0.138171585,0.210340971,0.375848274,0.413810747,0.073307811,0.277218599,0.649473598,0.073307811,0.277218599,0.649473598,0.073307811,0.277218599,0.649473598,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,28.218,28.922501,27.358999,28.588499,28.588499,159328000,-0.02899640286124975
16,1/21/2016,0.042067747,0.380425382,0.577506882,0.154150474,0.421134802,0.424714713,0.071984702,0.28158971,0.646425596,0.071984702,0.28158971,0.646425596,0.071984702,0.28158971,0.646425596,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,28.679001,29.4405,28.410999,28.750999,28.750999,99044000,0.034577230038473024
17,1/22/2016,0.015111212,0.600583705,0.384305083,0.063480664,0.556769468,0.379749862,0.060486721,0.348458038,0.591055247,0.060486721,0.348458038,0.591055247,0.060486721,0.348458038,0.591055247,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,29.436501,30.004999,29.2055,29.819,29.819,102402000,0.2191131073403193
18,1/25/2016,0.010499672,0.626713239,0.362787075,0.01972297,0.603722107,0.376554919,0.05855352,0.359219289,0.582227196,0.05855352,0.359219289,0.582227196,0.05855352,0.359219289,0.582227196,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,29.8995,30.424999,29.728001,29.8265,29.8265,87922000,0.001538327284475633
19,1/26/2016,0.018528998,0.546279012,0.435191994,0.016298824,0.589665815,0.394035361,0.054099072,0.38003772,0.565863213,0.054099072,0.38003772,0.565863213,0.054099072,0.38003772,0.565863213,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,30.172501,30.225,29.518999,30.0625,30.0625,75314000,0.048026029439099484
20,1/27/2016,0.334169864,0.433048933,0.232781241,0.041591495,0.572837648,0.38557086,0.062507956,0.37985725,0.5576348,0.062113817,0.381554734,0.556331455,0.062113817,0.381554734,0.556331455,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,30.099501,30.1695,28.938999,29.1675,29.1675,103058000,-0.1877213212496447
21,1/28/2016,0.132382884,0.219889602,0.647727527,0.047700366,0.503825665,0.448473971,0.060656466,0.364095868,0.575247671,0.06281141,0.365538285,0.571650311,0.06281141,0.365538285,0.571650311,0.105691057,0.094003241,0.052399248,0.072273074,0.093137812,0.042847405,-1,0,0.002136752,0.0,0.105211082,0.465116279,0.01754386,0.00203666,55.92592593,0.001703094,-1.0,-0.00856531,-0.317679558,-0.394736842,4.442359249,-1.0,0.072273074,0.114795918,-0.000848485,-0.003483387,0.099130435,0.000726744,0.306960441,-0.141304348,0.558823529,-0.125,0.055464391,0.045828437,0.20227577,-56000001.0,0.083333333,0.056439942,0,-1,-1,-1,-1,-0.03374778,0.056254249,0.0,0.004201681,0.002141328,0.039818548,0.165119845,-0.907488987,-1.5,0.048009368,0.098191101,0.230769231,0.111111111,-1.375,-0.03125,2.111111111,-0.01572589,-0.112787927,0.112262156,0.2790809,0.081893004,-1.285714286,-1.42962963,-0.001078749,999999.0,0.0,-2.108527132,0.36744186,-0.048221344,-0.053097345,0.125827815,0.076233184,0.504950495,0.068649886,0.213836478,0.184615385,0.7952,30.418501,31.903,29.877501,31.7675,31.7675,280304000,0.5007028724369993
22,1/29/2016,0.024312851,0.417548039,0.558139112,0.067155369,0.420682826,0.51216181,0.060394451,0.36368675,0.575918804,0.062146686,0.366436295,0.571417025,0.062146686,0.366436295,0.571417025,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,28.599001,29.65,28.5,29.35,29.35,293552000,-0.5039044001322784
23,2/1/2016,0.302773867,0.327370961,0.369855183,0.082534116,0.40369896,0.513766931,0.060411052,0.36586472,0.573724233,0.064454297,0.369984189,0.565561519,0.064454297,0.369984189,0.565561519,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,28.907499,29.09,28.515499,28.740499,28.740499,127102000,-0.12973880451783001
24,2/2/2016,0.021852894,0.6430525,0.335094615,0.122789245,0.317679792,0.559530971,0.060297646,0.366679978,0.573022381,0.06433563,0.370744825,0.56491955,0.06433563,0.370744825,0.56491955,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,28.5,28.577999,27.504499,27.605,27.605,126240000,-0.251645273721778
25,2/3/2016,0.031171121,0.534296219,0.43453266,0.099792674,0.350502551,0.549704782,0.059166635,0.372403093,0.568430277,0.063244814,0.375955151,0.56080004,0.063244814,0.375955151,0.56080004,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,27.674999,27.799999,26.094999,26.553499,26.553499,200974000,-0.24225776522070014
26,2/4/2016,0.011016673,0.471010388,0.517972918,0.04601365,0.485412488,0.468573855,0.055703191,0.376723827,0.567572986,0.060703624,0.380580118,0.558716262,0.060703624,0.380580118,0.558716262,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,26.25,26.949499,25.961,26.813,26.813,123982000,0.05920841034150273
27,2/5/2016,0.038526649,0.491588368,0.46988499,0.045390585,0.492152538,0.462456873,0.055209512,0.381712994,0.563077497,0.059936065,0.384422184,0.555641756,0.059936065,0.384422184,0.555641756,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,26.464001,26.4725,24.959499,25.106501,25.106501,194178000,-0.4158240659907543
28,2/8/2016,0.213215342,0.477597198,0.309187501,0.035970096,0.459472166,0.504557729,0.056337982,0.375973935,0.567688086,0.060631146,0.381995272,0.557373586,0.060631146,0.381995272,0.557373586,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,24.3235,24.674999,23.7605,24.405001,24.405001,196510000,-0.1758484801450504
29,2/9/2016,0.011995287,0.451962822,0.536041876,0.031561869,0.455306214,0.513131907,0.054893233,0.378449763,0.566657007,0.059148693,0.384127929,0.556723382,0.059148693,0.384127929,0.556723382,0.180698529,0.071111111,0.040391487,0.163862707,0.264307255,0.483798674,-1,0,0.004264392,0.0,3.276395106,-2.285714286,2.956896552,0.004065041,0.422901757,0.06517427,0.0,2.773218143,2.79757085,1.813664596,1.115270936,0.0,0.163862707,0.271673482,-0.00097052,0.053509008,3.15664557,3.684095861,3.567049808,5.101265823,3.182389937,1.729064039,0.048818408,0.115280899,0.140518873,3.571428571,2.846153846,4.154794521,0,-1,-1,-1,-1,2.895220588,0.076749799,0.0,0.006276151,0.004273504,0.23364033,0.41282815,17.28571429,1.333333333,0.319553073,3.198982046,2.4125,0.0,-2.666666667,0.0,3.375,-0.09406412,-0.786929275,0.088766394,0.17739521,0.045264359,0.0,2.655172414,-0.001199904,-1.0,4.0,5.384615385,1.984693878,0.09717608,0.23364486,0.105882353,0.1375,0.092105263,-0.046038544,0.033678756,0.014842301,2.646167558,23.900499,24.919001,23.700001,24.1035,24.1035,141558000,-0.07652413348638168
