,date,day_1_neg,day_1_neu,day_1_pos,week_1_neg,week_1_neu,week_1_pos,month_1_neg,month_1_neu,month_1_pos,year_1_neg,year_1_neu,year_1_pos,rest_neg,rest_neu,rest_pos,"Accounts Receivable, after Allowance for Credit Loss, Current","Accumulated Other Comprehensive Income (Loss), Net of Tax",Additional Paid in Capital,Assets,"Assets, Current","Cash and Cash Equivalents, at Carrying Value","Common Stock, Par or Stated Value Per Share","Common Stock, Shares Authorized","Common Stock, Shares, Outstanding","Common Stock, Value, Issued",Cost of Goods and Services Sold,Deferred Income Tax Expense (Benefit),Interest Expense,"Common Stock, Shares, Issued",Increase (Decrease) in Inventories,Goodwill,"Earnings Per Share, Diluted",General and Administrative Expense,"Income (Loss) from Continuing Operations before Equity Method Investments, Income Taxes, Noncontrolling Interest",Income Tax Expense (Benefit),Increase (Decrease) in Accounts Payable,"Earnings Per Share, Basic",Liabilities and Equity,"Liabilities, Current","Long-term Debt, Excluding Current Maturities","Marketable Securities, Current",Marketing Expense,Net Cash Provided by (Used in) Investing Activities,Net Cash Provided by (Used in) Operating Activities,Net Income (Loss) Attributable to Parent,Nonoperating Income (Expense),Operating Income (Loss),"Other Assets, Noncurrent","Other Liabilities, Noncurrent","Inventory, Net",Other Nonoperating Income (Expense),"Investment Income, Interest",Net Cash Provided by (Used in) Financing Activities,"Preferred Stock, Shares Authorized","Preferred Stock, Par or Stated Value Per Share","Preferred Stock, Shares Issued","Preferred Stock, Shares Outstanding","Preferred Stock, Value, Issued","Share-based Payment Arrangement, Noncash Expense",Stockholders' Equity Attributable to Parent,"Treasury Stock, Value","Weighted Average Number of Shares Outstanding, Diluted","Weighted Average Number of Shares Outstanding, Basic",Retained Earnings (Accumulated Deficit),"Accounts Payable, Current","Comprehensive Income (Loss), Net of Tax, Attributable to Parent","OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, after Tax",Unrecognized Tax Benefits,Costs and Expenses,"Income Taxes Paid, Net",Incremental Common Shares Attributable to Dilutive Effect of Share-based Payment Arrangements,"OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, Tax","Share-based Payment Arrangement, Nonvested Award, Cost Not yet Recognized, Amount",Other Noncash Income (Expense),Long-term Debt,"Long-term Debt, Current Maturities","Contractual Obligation, to be Paid, Year Two","Contractual Obligation, to be Paid, Year Three","Contractual Obligation, to be Paid, Year Four","OCI, Debt Securities, Available-for-Sale, Gain (Loss), after Adjustment and Tax","Other Comprehensive Income (Loss), Net of Tax","Long-term Debt, Gross","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Tax","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Net of Tax",Increase (Decrease) in Accrued Liabilities and Other Operating Liabilities,Increase (Decrease) in Accounts Receivable and Other Operating Assets,Other Commitment,"Other Commitment, to be Paid, Year Four","Other Commitment, to be Paid, Year Three","Other Commitment, to be Paid, Year Two","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Four",Unrecorded Unconditional Purchase Obligation,"Unrecorded Unconditional Purchase Obligation, to be Paid, Year Three","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Two",Payments to Acquire Marketable Securities,Open,High,Low,Close,Adj Close,Volume,Close_diff_perc
1429,8/31/2021,0.289499837,0.642606979,0.067893187,0.161883269,0.695907143,0.142209627,0.173228717,0.678069634,0.148701675,0.215361231,0.623024527,0.161614265,0.239929481,0.580660313,0.17941022,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,171.240005,173.628998,169.779495,173.539505,173.539505,87128000,0.0867566664714884
1430,9/1/2021,0.118090334,0.434557514,0.44735214,0.161451519,0.696174031,0.142374489,0.171866973,0.678716408,0.149416646,0.215694451,0.622573887,0.161731684,0.239926455,0.580656685,0.179416875,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,174.820007,176.350006,173.761993,173.949997,173.949997,72598000,0.014436770266184657
1431,9/2/2021,0.406983787,0.31803719,0.274979051,0.163437216,0.693514024,0.143048799,0.173033221,0.677337299,0.149629507,0.215511164,0.622559343,0.161929516,0.239944529,0.580627778,0.179427707,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,174.738007,175.598007,172.75,173.156006,173.156006,58474000,-0.028052255984357916
1432,9/3/2021,0.567417142,0.295539781,0.137043097,0.163794033,0.693391646,0.14281436,0.171812587,0.677504841,0.150682601,0.215424816,0.622638318,0.161936888,0.239941835,0.580625225,0.179432954,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,172.600006,174.133499,171.822006,173.902496,173.902496,51514000,0.02626080001212875
1433,9/7/2021,0.284156812,0.548619022,0.167224164,0.335653066,0.389327047,0.275019888,0.177408382,0.672137886,0.15045376,0.215701608,0.622149237,0.162149177,0.239967056,0.580585208,0.17944775,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,173.899994,176.404495,173.847,175.464493,175.464493,54758000,0.05446038699076277
1434,9/8/2021,0.43491465,0.424717684,0.140367631,0.400845304,0.409230213,0.189924463,0.181405244,0.667808019,0.150786764,0.216223916,0.621603361,0.162172745,0.240073255,0.580500298,0.179426461,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,175.582504,177.281494,174.783493,176.274994,176.274994,61068000,0.028128891634038648
1435,9/9/2021,0.511333008,0.376517045,0.112149899,0.409752696,0.418314262,0.171933014,0.181693039,0.667725889,0.150581098,0.21625651,0.621581478,0.162162034,0.240088998,0.580489685,0.179421331,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,176.300995,177.499496,174.018494,174.207993,174.207993,54384000,-0.0725875908881846
1436,9/10/2021,0.075354841,0.135009863,0.789635262,0.301724839,0.321666102,0.376609029,0.179132475,0.656800367,0.164067182,0.216336335,0.620728615,0.162935071,0.240019115,0.580301311,0.179679588,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,175.091507,175.422501,173.145493,173.457504,173.457504,47946000,-0.026469211971040026
1437,9/13/2021,0.097088482,0.26417533,0.63873617,0.27277332,0.308911512,0.41831514,0.182693482,0.644481115,0.172825425,0.216690695,0.620371103,0.162938224,0.240007039,0.580233046,0.179759929,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,174.139999,174.897995,171.899994,172.858505,172.858505,51380000,-0.021199475604687514
1438,9/14/2021,0.088043425,0.125424039,0.786532495,0.268779017,0.295122182,0.436098771,0.182237752,0.644048841,0.17371343,0.216742621,0.620303066,0.162954335,0.24000363,0.580222842,0.179773542,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,173.777496,174.3405,171.885498,172.5,172.5,38738000,-0.012714400608012653
1439,9/15/2021,0.156896925,0.692866681,0.150236433,0.158480788,0.608319753,0.233199486,0.172344458,0.654044305,0.173611263,0.216143621,0.621035476,0.162820925,0.239701201,0.580632757,0.179666056,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,172.126007,174.270996,170.100494,173.789505,173.789505,59150000,0.04539303885141433
1440,9/16/2021,0.055622811,0.480254339,0.46412283,0.141175392,0.600655272,0.258169359,0.166172182,0.650656916,0.183170928,0.215947794,0.620867158,0.16318507,0.239615694,0.580586129,0.179798191,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,172.998001,174.627502,172.307007,174.412003,174.412003,51672000,0.02183490789242949
1441,9/17/2021,0.157736432,0.695586734,0.146676874,0.153388076,0.674293552,0.172318408,0.163357596,0.661812188,0.174830246,0.214874496,0.622157785,0.162967741,0.239137252,0.581258108,0.179604654,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,174.420502,174.870499,172.606506,173.126007,173.126007,92332000,-0.04544300882640063
1442,9/20/2021,0.109659856,0.522700372,0.367639768,0.154975468,0.689287795,0.155736774,0.162812198,0.675296702,0.161891135,0.212559585,0.624975907,0.162464531,0.237887915,0.582950867,0.179161233,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,169.800003,170.949997,165.250504,167.786499,167.786499,93382000,-0.1946856774860198
1443,9/21/2021,0.149877311,0.66751629,0.182606407,0.153967357,0.685809168,0.160223507,0.161066508,0.674560175,0.164373349,0.21165117,0.625479193,0.16286966,0.237395566,0.583424344,0.179180104,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,168.75,168.985001,166.619507,167.181503,167.181503,55618000,-0.02213879870216941
1444,9/22/2021,0.15774929,0.691697662,0.150553073,0.154444685,0.6867802,0.158775145,0.160294427,0.67822381,0.161481794,0.210181075,0.627266082,0.162552866,0.236535828,0.584593097,0.178871091,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,167.550003,169.449997,167.052505,169.002502,169.002502,48228000,0.06591835282342287
1445,9/23/2021,0.120650377,0.590426072,0.288923514,0.154865607,0.686246658,0.158887763,0.159390595,0.676371262,0.164238173,0.209809962,0.627227658,0.162962403,0.236396072,0.584600131,0.179003812,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,169.002502,171.447998,169.002502,170.800003,170.800003,47588000,0.0643829749322136
1446,9/24/2021,0.17259352,0.617980307,0.209426139,0.155255142,0.686601509,0.158143377,0.159435026,0.676360532,0.164204471,0.210481037,0.626274952,0.163244034,0.23639864,0.584598762,0.179002612,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,170.100494,171.462997,169.669998,171.276001,171.276001,42324000,0.017001936392601162
1447,9/27/2021,0.171304951,0.670847938,0.157847149,0.153089357,0.660798144,0.186112517,0.159120535,0.664888272,0.175991221,0.210092613,0.625809699,0.164097711,0.236147031,0.58454891,0.179304073,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,168.574997,170.778503,166.980499,170.289993,170.289993,72690000,-0.03542265297311972
1448,9/28/2021,0.161446546,0.695409907,0.143143581,0.155440802,0.663369261,0.181189961,0.159109777,0.665742964,0.175147287,0.209805215,0.626238023,0.163956786,0.235963486,0.584821304,0.179215224,0.104821112,-0.211711712,0.078919398,0.11527283,0.160121244,0.19347402,-1,0,0.003968254,0.0,0.028412096,-0.588373459,0.090225564,0.003787879,-0.3125,0.008541393,0.0,0.086059386,-0.159135177,-0.597402597,-1.005685942,-0.0625,0.11527283,0.020692524,0.577726873,0.255553302,0.212179797,1.547888299,2.018039402,-0.040582213,-0.335709195,-0.131190073,0.062860483,0.089092594,0.011321229,-0.256923984,0.00952381,-5.500287687,0,-1,-1,-1,-1,0.557241977,0.111140147,0.0,0.001949318,0.001984127,0.128227109,0.033851641,0.03910248,-0.93877551,-0.066666667,0.057449349,1.25093633,0.0,-0.933333333,0.475806452,-0.135989011,0.557829476,0.001730104,0.163232734,0.223749729,0.07426576,-0.839285714,-1.290123457,0.577726873,0.0,-0.142857143,-0.584975369,0.978713969,0.085204191,0.132589839,0.165048544,0.215821152,0.011127238,0.035676332,0.030511585,0.097571552,0.498126065,167.885498,168.459503,164.505005,165.798004,165.798004,88616000,-0.16574832936648992
